,Path,CarProfile,Velocity,Translation,Rotation,Position,HIC15_max,HIC36_max,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,BrIC_abs_max,Chest_Resultant_Acceleration_max,Chest_Resultant_Acceleration_CLIP3ms_max
905,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-200_rot=240_pos=initial.txt,SUV,100,-200,240,initial,1118.158,1118.158,57.761,132.532,19.81,1.227,48.546,43.502
906,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-200_rot=270_pos=initial.txt,SUV,100,-200,270,initial,1871.326,1871.326,90.464,179.295,7.92,1.25,61.368,56.409
907,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-200_rot=300_pos=initial.txt,SUV,100,-200,300,initial,683.833,686.184,56.05,111.832,31.893,1.254,39.985,34.98
908,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-200_rot=30_pos=initial.txt,SUV,100,-200,30,initial,110.593,169.441,44.685,30.584,29.952,1.376,54.606,45.157
909,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-200_rot=330_pos=initial.txt,SUV,100,-200,330,initial,324.829,324.829,42.138,94.84,25.572,1.218,54.429,43.0
910,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-200_rot=60_pos=initial.txt,SUV,100,-200,60,initial,1446.491,1702.34,93.134,162.543,50.185,1.736,52.314,43.736
911,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-200_rot=90_pos=initial.txt,SUV,100,-200,90,initial,2647.906,2835.566,120.035,233.041,17.796,1.964,62.518,43.917
912,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=0_pos=initial.txt,SUV,100,-400,0,initial,251.143,326.066,56.098,6.562,19.435,1.182,80.796,56.178
913,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=120_pos=initial.txt,SUV,100,-400,120,initial,1255.161,1444.561,82.548,154.197,100.457,1.652,50.299,40.715
914,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=150_pos=initial.txt,SUV,100,-400,150,initial,58.014,116.14,31.723,32.501,22.86,1.255,50.363,39.506
915,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=180_pos=initial.txt,SUV,100,-400,180,initial,253.477,353.199,56.946,8.709,17.276,1.23,71.817,53.703
916,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=210_pos=initial.txt,SUV,100,-400,210,initial,433.468,433.468,39.163,105.255,15.41,1.155,48.854,34.018
917,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=240_pos=initial.txt,SUV,100,-400,240,initial,758.139,804.623,58.906,111.096,16.607,1.179,52.682,48.606
918,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=270_pos=initial.txt,SUV,100,-400,270,initial,1321.163,1321.163,77.092,190.628,26.384,1.158,70.663,63.428
919,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=300_pos=initial.txt,SUV,100,-400,300,initial,1151.843,1231.754,45.571,160.343,75.302,1.333,34.049,31.172
920,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=30_pos=initial.txt,SUV,100,-400,30,initial,142.748,191.994,44.732,36.433,28.51,1.366,60.099,50.087
921,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=330_pos=initial.txt,SUV,100,-400,330,initial,235.787,267.943,37.959,79.691,28.428,1.27,60.615,45.722
922,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=60_pos=initial.txt,SUV,100,-400,60,initial,1449.146,1632.911,82.539,187.512,44.943,1.736,56.411,43.605
923,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=-400_rot=90_pos=initial.txt,SUV,100,-400,90,initial,2043.295,2802.462,126.368,205.782,21.506,1.92,60.46,42.985
924,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=0_pos=initial.txt,SUV,100,0,0,initial,273.896,329.921,62.116,23.224,33.878,1.237,76.114,55.48
925,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=120_pos=initial.txt,SUV,100,0,120,initial,1364.868,1614.027,92.429,163.154,46.218,1.706,49.774,42.367
926,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=150_pos=initial.txt,SUV,100,0,150,initial,107.813,148.757,42.135,12.751,12.66,1.367,52.072,43.679
927,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=180_pos=initial.txt,SUV,100,0,180,initial,349.366,415.353,63.479,26.514,47.341,1.231,79.418,63.937
928,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=210_pos=initial.txt,SUV,100,0,210,initial,391.827,391.827,41.99,105.894,17.822,1.201,55.109,41.501
929,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=240_pos=initial.txt,SUV,100,0,240,initial,693.616,868.086,52.991,116.945,13.869,1.247,43.252,41.454
930,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=270_pos=initial.txt,SUV,100,0,270,initial,1870.094,1870.094,78.756,254.121,17.616,1.24,62.209,48.631
931,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=300_pos=initial.txt,SUV,100,0,300,initial,933.972,933.972,53.526,128.628,22.782,1.214,43.724,42.68
932,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=30_pos=initial.txt,SUV,100,0,30,initial,104.893,167.603,41.559,15.499,14.913,1.332,46.273,41.863
933,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=330_pos=initial.txt,SUV,100,0,330,initial,455.923,455.923,43.828,127.648,21.267,1.2,57.655,39.386
934,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=60_pos=initial.txt,SUV,100,0,60,initial,1498.907,1498.907,93.668,162.388,62.705,1.692,52.554,44.973
935,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=0_rot=90_pos=initial.txt,SUV,100,0,90,initial,2451.208,2737.317,118.123,232.195,11.885,1.89,59.421,43.987
936,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=0_pos=initial.txt,SUV,100,200,0,initial,258.731,335.699,55.983,20.453,62.882,1.188,76.709,57.9
937,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=120_pos=initial.txt,SUV,100,200,120,initial,1725.578,1733.541,102.375,180.152,55.824,1.719,52.441,41.614
938,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=150_pos=initial.txt,SUV,100,200,150,initial,0.002,0.002,0.918,0.396,1.424,0.014,3.391,1.851
939,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=180_pos=initial.txt,SUV,100,200,180,initial,373.518,418.279,64.987,16.002,38.0,1.265,83.613,59.242
940,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=210_pos=initial.txt,SUV,100,200,210,initial,306.053,306.053,40.215,103.491,23.924,1.238,57.403,43.813
941,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=240_pos=initial.txt,SUV,100,200,240,initial,682.429,767.735,49.438,101.795,27.508,1.305,38.296,31.228
942,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=270_pos=initial.txt,SUV,100,200,270,initial,1424.821,1424.821,77.993,146.827,8.691,1.225,62.089,57.051
943,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=300_pos=initial.txt,SUV,100,200,300,initial,766.694,846.354,62.429,127.103,21.875,1.195,52.136,44.571
944,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=30_pos=initial.txt,SUV,100,200,30,initial,58.412,104.177,31.895,24.767,23.495,1.213,49.975,37.909
945,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=330_pos=initial.txt,SUV,100,200,330,initial,446.614,446.614,36.806,107.973,19.739,1.189,48.964,36.63
946,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=60_pos=initial.txt,SUV,100,200,60,initial,1658.565,1658.565,93.501,171.622,97.312,1.677,52.812,40.246
947,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=200_rot=90_pos=initial.txt,SUV,100,200,90,initial,2357.6,2489.746,111.771,218.226,8.385,1.863,64.246,44.896
948,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=0_pos=initial.txt,SUV,100,400,0,initial,307.2,417.449,59.001,12.091,18.588,1.298,62.23,51.877
949,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=120_pos=initial.txt,SUV,100,400,120,initial,897.09,1236.029,74.649,143.59,22.527,1.71,56.07,54.762
950,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=150_pos=initial.txt,SUV,100,400,150,initial,159.989,212.685,48.03,22.298,26.767,1.436,58.69,46.63
951,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=180_pos=initial.txt,SUV,100,400,180,initial,554.208,690.502,90.729,33.308,90.952,1.453,81.453,58.865
952,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=210_pos=initial.txt,SUV,100,400,210,initial,199.496,229.149,37.155,62.716,31.224,1.289,54.784,39.007
953,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=240_pos=initial.txt,SUV,100,400,240,initial,864.855,951.824,45.362,114.673,69.517,1.403,34.165,28.478
954,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=270_pos=initial.txt,SUV,100,400,270,initial,1236.958,1364.023,66.97,172.271,127.467,1.245,72.613,65.59
955,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=300_pos=initial.txt,SUV,100,400,300,initial,696.613,998.778,76.697,120.755,39.699,1.194,53.504,51.569
956,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=30_pos=initial.txt,SUV,100,400,30,initial,119.313,119.313,61.418,38.039,45.942,1.172,53.687,43.221
957,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=330_pos=initial.txt,SUV,100,400,330,initial,388.896,388.896,38.383,108.526,12.564,1.156,38.336,33.532
958,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=60_pos=initial.txt,SUV,100,400,60,initial,1253.029,1578.546,105.67,128.137,110.398,1.65,49.171,41.251
959,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=100_tra=400_rot=90_pos=initial.txt,SUV,100,400,90,initial,1644.76,2176.6,98.844,189.874,19.411,1.917,56.465,43.731
960,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=0_pos=initial.txt,SUV,20,-200,0,initial,244.084,321.702,61.045,15.63,21.672,1.171,60.871,57.162
961,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=120_pos=initial.txt,SUV,20,-200,120,initial,1448.754,1657.127,87.814,161.603,71.296,1.649,47.345,38.758
962,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=150_pos=initial.txt,SUV,20,-200,150,initial,76.803,135.205,36.125,14.455,15.208,1.294,51.038,45.028
963,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=180_pos=initial.txt,SUV,20,-200,180,initial,1075.178,1075.178,130.701,65.562,178.988,1.25,87.921,58.742
964,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=210_pos=initial.txt,SUV,20,-200,210,initial,372.38,372.38,38.01,110.817,25.862,1.194,48.93,34.678
965,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=240_pos=initial.txt,SUV,20,-200,240,initial,1118.854,1118.854,55.167,130.523,13.235,1.198,51.718,45.579
966,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=270_pos=initial.txt,SUV,20,-200,270,initial,2055.703,2055.703,89.043,177.906,5.084,1.276,62.443,56.681
967,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=300_pos=initial.txt,SUV,20,-200,300,initial,890.642,890.642,70.695,131.645,38.152,1.234,41.601,36.483
968,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=30_pos=initial.txt,SUV,20,-200,30,initial,140.253,177.909,47.402,38.102,28.031,1.286,44.132,38.418
969,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=330_pos=initial.txt,SUV,20,-200,330,initial,276.445,276.445,40.367,93.119,29.227,1.232,53.096,38.804
970,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=60_pos=initial.txt,SUV,20,-200,60,initial,1924.877,1924.877,84.41,201.284,66.049,1.706,44.345,35.242
971,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-200_rot=90_pos=initial.txt,SUV,20,-200,90,initial,2620.14,2850.02,135.279,226.282,7.889,1.916,57.418,43.886
972,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=0_pos=initial.txt,SUV,20,-400,0,initial,303.605,444.218,89.172,26.61,40.762,1.338,90.079,60.84
973,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=120_pos=initial.txt,SUV,20,-400,120,initial,1338.234,1745.554,77.47,134.645,79.864,1.666,48.263,36.868
974,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=150_pos=initial.txt,SUV,20,-400,150,initial,64.653,128.98,30.371,24.473,24.414,1.253,52.292,40.755
975,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=180_pos=initial.txt,SUV,20,-400,180,initial,0.0,0.0,0.918,0.396,0.0,0.0,0.702,0.702
976,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=210_pos=initial.txt,SUV,20,-400,210,initial,440.718,440.718,39.752,105.305,17.564,1.179,40.605,32.906
977,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=240_pos=initial.txt,SUV,20,-400,240,initial,907.099,1090.566,63.706,132.966,17.59,1.255,53.939,52.141
978,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=270_pos=initial.txt,SUV,20,-400,270,initial,1439.348,1439.348,80.455,201.035,15.951,1.219,75.383,70.95
979,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=300_pos=initial.txt,SUV,20,-400,300,initial,939.353,1087.489,57.441,105.496,57.768,1.33,32.945,27.55
980,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=30_pos=initial.txt,SUV,20,-400,30,initial,154.222,221.182,45.786,17.706,27.006,1.413,55.114,46.143
981,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=330_pos=initial.txt,SUV,20,-400,330,initial,187.665,216.893,37.121,71.336,35.233,1.238,57.208,41.189
982,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=60_pos=initial.txt,SUV,20,-400,60,initial,1728.887,1938.839,89.919,189.695,46.568,1.759,56.054,42.344
983,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=-400_rot=90_pos=initial.txt,SUV,20,-400,90,initial,2641.864,3084.238,123.888,210.956,15.267,1.924,56.109,46.487
984,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=0_pos=initial.txt,SUV,20,0,0,initial,807.393,807.393,60.115,48.324,181.165,1.212,75.607,59.617
985,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=120_pos=initial.txt,SUV,20,0,120,initial,1498.035,1748.004,102.227,153.515,49.333,1.698,48.265,38.005
986,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=150_pos=initial.txt,SUV,20,0,150,initial,112.73,177.76,41.65,16.751,24.638,1.333,49.069,42.715
987,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=180_pos=initial.txt,SUV,20,0,180,initial,267.254,332.007,58.635,16.925,23.386,1.198,77.567,55.515
988,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=210_pos=initial.txt,SUV,20,0,210,initial,293.037,293.037,41.434,90.494,30.517,1.222,51.099,38.05
989,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=240_pos=initial.txt,SUV,20,0,240,initial,1031.422,1031.422,56.497,129.327,22.031,1.196,43.797,41.865
990,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=270_pos=initial.txt,SUV,20,0,270,initial,2280.92,2280.92,190.898,201.622,9.758,1.308,61.717,55.265
991,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=300_pos=initial.txt,SUV,20,0,300,initial,1312.615,1312.615,57.224,140.689,13.638,1.198,47.772,42.556
992,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=30_pos=initial.txt,SUV,20,0,30,initial,87.689,162.648,37.723,19.92,37.29,1.312,49.038,43.37
993,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=330_pos=initial.txt,SUV,20,0,330,initial,377.905,377.905,35.559,110.709,28.175,1.197,49.153,34.373
994,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=60_pos=initial.txt,SUV,20,0,60,initial,1419.981,1695.541,87.842,167.521,67.028,1.644,46.891,34.522
995,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=0_rot=90_pos=initial.txt,SUV,20,0,90,initial,3109.411,3109.411,123.736,243.715,8.355,1.895,49.487,41.152
996,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=0_pos=initial.txt,SUV,20,200,0,initial,321.707,368.077,66.36,40.563,42.52,1.219,71.595,57.333
997,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=120_pos=initial.txt,SUV,20,200,120,initial,2030.679,2030.679,97.057,192.732,58.223,1.729,45.968,40.683
998,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=150_pos=initial.txt,SUV,20,200,150,initial,140.166,209.978,45.258,14.756,13.044,1.422,62.086,47.011
999,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=180_pos=initial.txt,SUV,20,200,180,initial,278.895,312.7,56.969,18.344,23.137,1.209,84.782,60.721
1000,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=210_pos=initial.txt,SUV,20,200,210,initial,242.296,248.165,42.313,84.092,20.298,1.217,51.101,41.727
1001,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=240_pos=initial.txt,SUV,20,200,240,initial,799.114,799.114,47.326,114.75,33.653,1.268,37.518,32.836
1002,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=270_pos=initial.txt,SUV,20,200,270,initial,1946.47,1946.47,88.374,178.042,7.825,1.266,68.321,61.09
1003,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=300_pos=initial.txt,SUV,20,200,300,initial,1052.866,1052.866,58.252,134.051,18.607,1.18,55.357,46.669
1004,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=30_pos=initial.txt,SUV,20,200,30,initial,70.792,141.461,32.815,17.97,22.695,1.229,47.279,36.476
1005,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=330_pos=initial.txt,SUV,20,200,330,initial,432.21,432.21,38.248,110.099,23.976,1.204,49.005,31.952
1006,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=60_pos=initial.txt,SUV,20,200,60,initial,1304.695,1663.7,75.056,161.318,72.598,1.664,46.053,34.126
1007,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=200_rot=90_pos=initial.txt,SUV,20,200,90,initial,2404.52,3028.237,113.588,246.705,17.969,1.855,44.365,41.158
1008,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=0_pos=initial.txt,SUV,20,400,0,initial,298.315,400.192,58.3,10.656,18.843,1.25,71.258,52.295
1009,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=120_pos=initial.txt,SUV,20,400,120,initial,919.321,1453.709,83.139,129.364,24.075,1.764,53.389,47.433
1010,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=150_pos=initial.txt,SUV,20,400,150,initial,162.407,251.019,47.143,20.427,23.335,1.419,54.538,45.473
1011,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=180_pos=initial.txt,SUV,20,400,180,initial,441.717,494.728,72.343,22.27,57.072,1.461,78.071,57.66
1012,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=210_pos=initial.txt,SUV,20,400,210,initial,227.094,261.694,39.376,71.217,30.417,1.267,58.148,39.859
1013,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=240_pos=initial.txt,SUV,20,400,240,initial,1021.295,1085.856,63.364,115.058,61.47,1.352,38.227,30.996
1014,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=270_pos=initial.txt,SUV,20,400,270,initial,1274.936,1373.322,68.296,171.022,80.317,1.201,78.098,72.714
1015,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=300_pos=initial.txt,SUV,20,400,300,initial,781.397,790.162,83.006,122.298,20.83,1.175,61.272,54.708
1016,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=30_pos=initial.txt,SUV,20,400,30,initial,223.607,223.607,82.54,77.95,62.228,1.205,50.561,41.677
1017,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=330_pos=initial.txt,SUV,20,400,330,initial,378.114,378.114,33.828,103.459,13.574,1.159,37.178,34.903
1018,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=60_pos=initial.txt,SUV,20,400,60,initial,1346.514,1808.548,81.387,143.726,91.08,1.588,49.539,38.921
1019,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=20_tra=400_rot=90_pos=initial.txt,SUV,20,400,90,initial,2024.449,2517.777,123.901,192.072,14.944,1.9,48.627,44.319
1020,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=0_pos=initial.txt,SUV,40,-200,0,initial,292.714,398.353,67.743,23.778,45.677,1.275,72.902,60.256
1021,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=120_pos=initial.txt,SUV,40,-200,120,initial,1459.768,1616.134,91.069,155.837,71.022,1.645,44.946,38.186
1022,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=150_pos=initial.txt,SUV,40,-200,150,initial,61.986,137.533,36.192,20.231,32.045,1.276,50.714,45.995
1023,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=180_pos=initial.txt,SUV,40,-200,180,initial,296.421,370.441,59.132,30.185,54.243,1.227,89.164,55.172
1024,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=210_pos=initial.txt,SUV,40,-200,210,initial,444.906,444.906,39.507,111.815,26.046,1.191,48.252,34.769
1025,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=240_pos=initial.txt,SUV,40,-200,240,initial,1157.281,1157.281,54.275,144.68,10.734,1.203,49.873,44.599
1026,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=270_pos=initial.txt,SUV,40,-200,270,initial,2044.515,2044.515,85.499,176.54,6.023,1.274,63.418,58.37
1027,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=300_pos=initial.txt,SUV,40,-200,300,initial,833.43,833.43,47.57,116.771,23.072,1.233,41.071,38.604
1028,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=SUV_Vel=40_tra=-200_rot=30_pos=initial.txt,SUV,40,-200,30,initial,132.302,176.409,41.097,37.605,35.253,1.28,47.568,38.759
