Id,Path,CarProfile,Velocity,Translation,Rotation,GifPath,Head_Collision_XYZ_index,Head_Collision_X,Head_Collision_Y,Head_Collision_Z,Front_Height,Hood_Front_Width,Hood_Back_Width,Hood_Length,Hood_Angle,Windscreen_Length,Windscreen_Angle
607,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=270_pos=initial.txt,RDS,100,-400,270,,109,95.058,-310.919,962.098,715,1080,1440,1140,10.0,801,27
608,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=300_pos=initial.txt,RDS,100,-400,300,,118,66.531,-370.634,969.861,715,1080,1440,1140,10.0,801,27
609,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=30_pos=initial.txt,RDS,100,-400,30,,130,360.621,-325.803,945.297,715,1080,1440,1140,10.0,801,27
610,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=330_pos=initial.txt,RDS,100,-400,330,,131,244.886,-448.379,949.0,715,1080,1440,1140,10.0,801,27
611,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=60_pos=initial.txt,RDS,100,-400,60,,133,238.395,-248.825,957.469,715,1080,1440,1140,10.0,801,27
612,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=90_pos=initial.txt,RDS,100,-400,90,,128,172.745,-319.355,956.354,715,1080,1440,1140,10.0,801,27
613,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=0_pos=initial.txt,RDS,100,0,0,,133,563.283,29.959,982.839,715,1080,1440,1140,10.0,801,27
614,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=120_pos=initial.txt,RDS,100,0,120,,126,193.173,-26.616,955.244,715,1080,1440,1140,10.0,801,27
615,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=150_pos=initial.txt,RDS,100,0,150,C:\Users\geork\projects\AIThesis\src\gifs\Q6_Type=RDS_Vel=100_tra=0_rot=150_pos=initial.metadb.gif,128,335.898,-10.931,946.161,715,1080,1440,1140,10.0,801,27
616,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=180_pos=initial.txt,RDS,100,0,180,,132,543.955,77.424,969.79,715,1080,1440,1140,10.0,801,27
617,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=210_pos=initial.txt,RDS,100,0,210,C:\Users\geork\projects\AIThesis\src\gifs\Q4_Type=RDS_Vel=100_tra=0_rot=210_pos=initial.metadb.gif,128,325.931,158.593,942.763,715,1080,1440,1140,10.0,801,27
618,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=240_pos=initial.txt,RDS,100,0,240,,107,177.401,154.222,936.087,715,1080,1440,1140,10.0,801,27
619,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=270_pos=initial.txt,RDS,100,0,270,,103,79.804,39.308,962.017,715,1080,1440,1140,10.0,801,27
620,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=300_pos=initial.txt,RDS,100,0,300,,114,102.164,-19.223,968.267,715,1080,1440,1140,10.0,801,27
621,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=30_pos=initial.txt,RDS,100,0,30,,129,362.078,94.744,945.295,715,1080,1440,1140,10.0,801,27
622,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=330_pos=initial.txt,RDS,100,0,330,,126,288.089,-74.79,943.249,715,1080,1440,1140,10.0,801,27
623,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=60_pos=initial.txt,RDS,100,0,60,,125,190.05,114.479,955.555,715,1080,1440,1140,10.0,801,27
624,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=90_pos=initial.txt,RDS,100,0,90,,119,152.295,34.879,953.308,715,1080,1440,1140,10.0,801,27
625,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=0_pos=initial.txt,RDS,100,200,0,,144,657.121,240.6,981.249,715,1080,1440,1140,10.0,801,27
626,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=120_pos=initial.txt,RDS,100,200,120,,128,208.008,146.784,957.038,715,1080,1440,1140,10.0,801,27
627,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=150_pos=initial.txt,RDS,100,200,150,,129,348.477,203.527,945.674,715,1080,1440,1140,10.0,801,27
628,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=180_pos=initial.txt,RDS,100,200,180,,132,523.737,298.761,968.317,715,1080,1440,1140,10.0,801,27
629,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=210_pos=initial.txt,RDS,100,200,210,,129,298.955,345.231,944.224,715,1080,1440,1140,10.0,801,27
630,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=240_pos=initial.txt,RDS,100,200,240,,115,75.346,287.996,973.574,715,1080,1440,1140,10.0,801,27
631,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=270_pos=initial.txt,RDS,100,200,270,,107,54.7,186.273,968.74,715,1080,1440,1140,10.0,801,27
632,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=300_pos=initial.txt,RDS,100,200,300,,108,198.85,110.003,931.025,715,1080,1440,1140,10.0,801,27
633,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=30_pos=initial.txt,RDS,100,200,30,C:\Users\geork\projects\AIThesis\src\gifs\Q7_Type=RDS_Vel=100_tra=200_rot=30_pos=initial.metadb.gif,132,338.794,303.875,947.633,715,1080,1440,1140,10.0,801,27
634,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=330_pos=initial.txt,RDS,100,200,330,,125,277.907,123.757,943.786,715,1080,1440,1140,10.0,801,27
635,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=60_pos=initial.txt,RDS,100,200,60,,128,201.322,314.815,955.56,715,1080,1440,1140,10.0,801,27
636,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=90_pos=initial.txt,RDS,100,200,90,,122,156.235,220.091,953.944,715,1080,1440,1140,10.0,801,27
637,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=0_pos=initial.txt,RDS,100,400,0,,178,1014.525,555.228,947.811,715,1080,1440,1140,10.0,801,27
638,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=120_pos=initial.txt,RDS,100,400,120,,141,311.397,343.482,957.591,715,1080,1440,1140,10.0,801,27
639,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=150_pos=initial.txt,RDS,100,400,150,,161,647.988,293.056,949.266,715,1080,1440,1140,10.0,801,27
640,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=180_pos=initial.txt,RDS,100,400,180,,145,567.19,526.519,960.51,715,1080,1440,1140,10.0,801,27
641,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=210_pos=initial.txt,RDS,100,400,210,,137,249.398,499.984,953.046,715,1080,1440,1140,10.0,801,27
642,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=240_pos=initial.txt,RDS,100,400,240,,126,73.487,435.097,960.552,715,1080,1440,1140,10.0,801,27
643,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=270_pos=initial.txt,RDS,100,400,270,,123,101.511,334.567,954.51,715,1080,1440,1140,10.0,801,27
644,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=300_pos=initial.txt,RDS,100,400,300,,121,158.015,302.936,962.246,715,1080,1440,1140,10.0,801,27
645,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=30_pos=initial.txt,RDS,100,400,30,,142,347.556,501.218,953.211,715,1080,1440,1140,10.0,801,27
646,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=330_pos=initial.txt,RDS,100,400,330,,132,335.475,304.772,941.564,715,1080,1440,1140,10.0,801,27
647,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=60_pos=initial.txt,RDS,100,400,60,,132,190.866,414.266,957.368,715,1080,1440,1140,10.0,801,27
648,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=90_pos=initial.txt,RDS,100,400,90,,127,195.91,430.09,955.248,715,1080,1440,1140,10.0,801,27
649,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=0_pos=initial.txt,RDS,20,-200,0,,155,785.054,-229.367,934.87,715,1080,1440,1140,10.0,801,27
650,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=120_pos=initial.txt,RDS,20,-200,120,,127,191.82,-211.925,956.796,715,1080,1440,1140,10.0,801,27
651,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=150_pos=initial.txt,RDS,20,-200,150,,133,357.967,-207.434,948.793,715,1080,1440,1140,10.0,801,27
652,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=180_pos=initial.txt,RDS,20,-200,180,,146,661.401,-134.386,966.701,715,1080,1440,1140,10.0,801,27
653,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=210_pos=initial.txt,RDS,20,-200,210,,126,287.933,-26.596,944.183,715,1080,1440,1140,10.0,801,27
654,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=240_pos=initial.txt,RDS,20,-200,240,,114,139.783,-64.146,957.368,715,1080,1440,1140,10.0,801,27
655,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=270_pos=initial.txt,RDS,20,-200,270,,106,77.911,-143.116,959.181,715,1080,1440,1140,10.0,801,27
656,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=300_pos=initial.txt,RDS,20,-200,300,C:\Users\geork\projects\AIThesis\src\gifs\Q7_Type=RDS_Vel=20_tra=-200_rot=300_pos=initial.metadb.gif,111,109.269,-210.477,965.462,715,1080,1440,1140,10.0,801,27
657,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=30_pos=initial.txt,RDS,20,-200,30,,130,365.091,-96.217,946.277,715,1080,1440,1140,10.0,801,27
658,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=330_pos=initial.txt,RDS,20,-200,330,,128,295.562,-267.411,944.504,715,1080,1440,1140,10.0,801,27
659,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=60_pos=initial.txt,RDS,20,-200,60,,126,221.779,-60.305,954.301,715,1080,1440,1140,10.0,801,27
660,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=90_pos=initial.txt,RDS,20,-200,90,,121,162.291,-143.568,953.855,715,1080,1440,1140,10.0,801,27
661,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=0_pos=initial.txt,RDS,20,-400,0,,140,543.86,-438.997,968.997,715,1080,1440,1140,10.0,801,27
662,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=120_pos=initial.txt,RDS,20,-400,120,,129,202.919,-387.521,954.189,715,1080,1440,1140,10.0,801,27
663,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=150_pos=initial.txt,RDS,20,-400,150,,138,359.796,-394.976,950.511,715,1080,1440,1140,10.0,801,27
664,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=180_pos=initial.txt,RDS,20,-400,180,,162,838.34,-387.237,969.308,715,1080,1440,1140,10.0,801,27
665,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=210_pos=initial.txt,RDS,20,-400,210,,128,301.684,-224.472,941.275,715,1080,1440,1140,10.0,801,27
666,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=240_pos=initial.txt,RDS,20,-400,240,,121,112.563,-259.795,964.607,715,1080,1440,1140,10.0,801,27
667,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=270_pos=initial.txt,RDS,20,-400,270,,110,85.134,-283.93,961.691,715,1080,1440,1140,10.0,801,27
668,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=300_pos=initial.txt,RDS,20,-400,300,,109,99.662,-407.673,969.764,715,1080,1440,1140,10.0,801,27
669,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=30_pos=initial.txt,RDS,20,-400,30,,129,351.679,-320.311,945.238,715,1080,1440,1140,10.0,801,27
670,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=330_pos=initial.txt,RDS,20,-400,330,,133,266.058,-454.452,949.569,715,1080,1440,1140,10.0,801,27
671,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=60_pos=initial.txt,RDS,20,-400,60,,129,250.246,-296.342,954.983,715,1080,1440,1140,10.0,801,27
672,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=90_pos=initial.txt,RDS,20,-400,90,,118,299.668,-219.951,939.615,715,1080,1440,1140,10.0,801,27
673,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=0_pos=initial.txt,RDS,20,0,0,,141,645.555,35.182,940.502,715,1080,1440,1140,10.0,801,27
674,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=120_pos=initial.txt,RDS,20,0,120,,127,198.937,-19.054,956.201,715,1080,1440,1140,10.0,801,27
675,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=150_pos=initial.txt,RDS,20,0,150,C:\Users\geork\projects\AIThesis\src\gifs\Q7_Type=RDS_Vel=20_tra=0_rot=150_pos=initial.metadb.gif,130,342.08,-17.416,947.278,715,1080,1440,1140,10.0,801,27
676,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=180_pos=initial.txt,RDS,20,0,180,,141,628.197,83.061,944.005,715,1080,1440,1140,10.0,801,27
677,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=210_pos=initial.txt,RDS,20,0,210,,128,318.912,167.199,943.217,715,1080,1440,1140,10.0,801,27
678,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=240_pos=initial.txt,RDS,20,0,240,,113,95.265,99.751,970.372,715,1080,1440,1140,10.0,801,27
679,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=270_pos=initial.txt,RDS,20,0,270,,108,64.246,38.391,964.205,715,1080,1440,1140,10.0,801,27
680,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=300_pos=initial.txt,RDS,20,0,300,,114,96.246,-24.936,970.136,715,1080,1440,1140,10.0,801,27
681,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=30_pos=initial.txt,RDS,20,0,30,,130,362.146,98.084,947.274,715,1080,1440,1140,10.0,801,27
682,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=330_pos=initial.txt,RDS,20,0,330,,125,287.658,-82.829,946.35,715,1080,1440,1140,10.0,801,27
683,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=60_pos=initial.txt,RDS,20,0,60,,127,200.586,116.153,956.302,715,1080,1440,1140,10.0,801,27
684,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=90_pos=initial.txt,RDS,20,0,90,,120,164.128,42.971,953.017,715,1080,1440,1140,10.0,801,27
685,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=0_pos=initial.txt,RDS,20,200,0,,135,581.28,249.959,960.262,715,1080,1440,1140,10.0,801,27
686,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=120_pos=initial.txt,RDS,20,200,120,,130,224.218,152.453,957.358,715,1080,1440,1140,10.0,801,27
687,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=150_pos=initial.txt,RDS,20,200,150,,129,349.893,198.079,945.534,715,1080,1440,1140,10.0,801,27
688,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=180_pos=initial.txt,RDS,20,200,180,,144,638.189,304.808,945.571,715,1080,1440,1140,10.0,801,27
689,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=210_pos=initial.txt,RDS,20,200,210,,128,293.496,346.713,943.743,715,1080,1440,1140,10.0,801,27
690,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=240_pos=initial.txt,RDS,20,200,240,,109,117.545,310.814,961.755,715,1080,1440,1140,10.0,801,27
691,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=270_pos=initial.txt,RDS,20,200,270,,104,107.916,234.689,946.166,715,1080,1440,1140,10.0,801,27
692,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=300_pos=initial.txt,RDS,20,200,300,,118,100.78,166.005,965.348,715,1080,1440,1140,10.0,801,27
693,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=30_pos=initial.txt,RDS,20,200,30,,133,347.479,296.512,947.885,715,1080,1440,1140,10.0,801,27
694,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=330_pos=initial.txt,RDS,20,200,330,,125,286.708,111.321,944.474,715,1080,1440,1140,10.0,801,27
695,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=60_pos=initial.txt,RDS,20,200,60,,125,214.52,326.39,953.156,715,1080,1440,1140,10.0,801,27
696,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=90_pos=initial.txt,RDS,20,200,90,,123,160.746,221.402,954.878,715,1080,1440,1140,10.0,801,27
697,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=0_pos=initial.txt,RDS,20,400,0,,182,1071.264,571.737,949.962,715,1080,1440,1140,10.0,801,27
698,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=120_pos=initial.txt,RDS,20,400,120,,142,314.066,340.502,958.433,715,1080,1440,1140,10.0,801,27
699,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=150_pos=initial.txt,RDS,20,400,150,,154,512.49,352.057,955.962,715,1080,1440,1140,10.0,801,27
700,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=180_pos=initial.txt,RDS,20,400,180,,149,585.955,548.057,964.274,715,1080,1440,1140,10.0,801,27
701,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=210_pos=initial.txt,RDS,20,400,210,,128,174.671,487.884,981.181,715,1080,1440,1140,10.0,801,27
702,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=240_pos=initial.txt,RDS,20,400,240,,125,78.356,431.794,962.902,715,1080,1440,1140,10.0,801,27
703,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=270_pos=initial.txt,RDS,20,400,270,,121,105.363,332.835,952.138,715,1080,1440,1140,10.0,801,27
704,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=300_pos=initial.txt,RDS,20,400,300,,127,150.606,315.286,966.007,715,1080,1440,1140,10.0,801,27
705,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=30_pos=initial.txt,RDS,20,400,30,,144,387.406,504.698,950.425,715,1080,1440,1140,10.0,801,27
706,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=330_pos=initial.txt,RDS,20,400,330,,132,337.42,307.342,941.023,715,1080,1440,1140,10.0,801,27
707,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=60_pos=initial.txt,RDS,20,400,60,,130,209.064,410.097,954.293,715,1080,1440,1140,10.0,801,27
708,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=90_pos=initial.txt,RDS,20,400,90,,130,206.471,426.095,956.037,715,1080,1440,1140,10.0,801,27
709,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=0_pos=initial.txt,RDS,40,-200,0,,152,736.688,-214.773,929.272,715,1080,1440,1140,10.0,801,27
710,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=120_pos=initial.txt,RDS,40,-200,120,,127,180.526,-200.412,958.085,715,1080,1440,1140,10.0,801,27
711,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=150_pos=initial.txt,RDS,40,-200,150,,132,353.172,-208.253,947.956,715,1080,1440,1140,10.0,801,27
712,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=180_pos=initial.txt,RDS,40,-200,180,,139,619.133,-142.938,944.58,715,1080,1440,1140,10.0,801,27
713,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=210_pos=initial.txt,RDS,40,-200,210,,126,288.988,-27.577,943.093,715,1080,1440,1140,10.0,801,27
714,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=240_pos=initial.txt,RDS,40,-200,240,,119,89.364,-86.588,967.649,715,1080,1440,1140,10.0,801,27
715,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=270_pos=initial.txt,RDS,40,-200,270,,106,58.941,-126.684,968.022,715,1080,1440,1140,10.0,801,27
716,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=300_pos=initial.txt,RDS,40,-200,300,C:\Users\geork\projects\AIThesis\src\gifs\Q5_Type=RDS_Vel=40_tra=-200_rot=300_pos=initial.metadb.gif,117,80.035,-195.668,970.803,715,1080,1440,1140,10.0,801,27
717,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=30_pos=initial.txt,RDS,40,-200,30,,129,356.358,-96.872,946.953,715,1080,1440,1140,10.0,801,27
718,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=330_pos=initial.txt,RDS,40,-200,330,C:\Users\geork\projects\AIThesis\src\gifs\Q4_Type=RDS_Vel=40_tra=-200_rot=330_pos=initial.metadb.gif,133,343.858,-318.191,945.819,715,1080,1440,1140,10.0,801,27
719,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=60_pos=initial.txt,RDS,40,-200,60,,125,202.107,-67.207,955.694,715,1080,1440,1140,10.0,801,27
720,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=90_pos=initial.txt,RDS,40,-200,90,,121,152.985,-148.239,955.361,715,1080,1440,1140,10.0,801,27
721,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=0_pos=initial.txt,RDS,40,-400,0,,138,518.134,-437.225,971.681,715,1080,1440,1140,10.0,801,27
722,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=120_pos=initial.txt,RDS,40,-400,120,,132,188.001,-385.707,959.519,715,1080,1440,1140,10.0,801,27
723,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=150_pos=initial.txt,RDS,40,-400,150,,138,360.281,-388.639,949.902,715,1080,1440,1140,10.0,801,27
724,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=180_pos=initial.txt,RDS,40,-400,180,,137,571.261,-354.001,964.582,715,1080,1440,1140,10.0,801,27
725,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=210_pos=initial.txt,RDS,40,-400,210,,128,301.737,-224.628,941.061,715,1080,1440,1140,10.0,801,27
726,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=240_pos=initial.txt,RDS,40,-400,240,,122,110.209,-257.159,963.828,715,1080,1440,1140,10.0,801,27
727,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=270_pos=initial.txt,RDS,40,-400,270,,113,74.072,-283.918,962.902,715,1080,1440,1140,10.0,801,27
728,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=300_pos=initial.txt,RDS,40,-400,300,,117,68.011,-368.312,969.561,715,1080,1440,1140,10.0,801,27
