FCR_VelPath,CarProfile,Velocity,Translation,Rotation,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,Head_X_Acceleration_max_index,Head_Y_Acceleration_max_index,Head_Z_Acceleration_max_index,MaxAccel,MaxAccelIndex
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=0_pos=initial.txt,FCR,80,400,0,34.547,7.77,33.079,160,160,68,35.42164096989296,68
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=120_pos=initial.txt,FCR,80,400,120,91.614,162.792,35.108,121,120,120,184.72992770257883,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=150_pos=initial.txt,FCR,80,400,150,62.952,109.89,17.776,122,126,124,124.79524375952795,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=180_pos=initial.txt,FCR,80,400,180,54.428,30.173,35.34,257,262,297,55.32113552702981,297
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=210_pos=initial.txt,FCR,80,400,210,48.255,91.342,48.55,120,120,125,103.44642265443498,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=240_pos=initial.txt,FCR,80,400,240,69.041,146.407,73.856,114,189,109,155.55588082422344,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=270_pos=initial.txt,FCR,80,400,270,52.086,127.633,61.969,113,116,105,129.78591454391344,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=300_pos=initial.txt,FCR,80,400,300,78.021,146.839,91.203,120,120,124,182.79231519404746,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=30_pos=initial.txt,FCR,80,400,30,52.478,67.476,56.388,132,132,140,98.12991862322112,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=330_pos=initial.txt,FCR,80,400,330,27.613,115.938,29.935,119,118,75,119.50817403843136,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=60_pos=initial.txt,FCR,80,400,60,105.167,136.362,47.131,118,118,126,167.77185574761936,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=90_pos=initial.txt,FCR,80,400,90,103.991,147.397,27.071,116,214,116,180.5535989394839,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=0_pos=initial.txt,MPV,100,-200,0,41.52,10.045,28.507,291,141,68,42.09571855901738,68
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=120_pos=initial.txt,MPV,100,-200,120,1995.171,2886.273,403.479,102,102,102,3531.8655768886506,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=150_pos=initial.txt,MPV,100,-200,150,306.145,429.382,101.777,118,116,118,532.449003783461,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=180_pos=initial.txt,MPV,100,-200,180,36.88,18.299,60.3,287,276,68,61.22012957353161,276
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=210_pos=initial.txt,MPV,100,-200,210,208.85,1174.464,108.789,107,263,108,1192.3188389126458,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=240_pos=initial.txt,MPV,100,-200,240,119.117,470.301,26.353,95,93,99,478.5679699551569,95
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=270_pos=initial.txt,MPV,100,-200,270,168.464,616.899,36.612,93,92,93,639.5354694002515,93
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=300_pos=initial.txt,MPV,100,-200,300,111.323,767.608,118.727,96,222,97,773.899417543391,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=30_pos=initial.txt,MPV,100,-200,30,132.113,187.464,112.851,113,112,119,237.84817043021374,112
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=330_pos=initial.txt,MPV,100,-200,330,98.502,716.627,91.945,106,241,105,719.7177881607483,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=60_pos=initial.txt,MPV,100,-200,60,2368.345,2222.087,302.913,102,102,102,3261.6690451612344,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=90_pos=initial.txt,MPV,100,-200,90,2154.796,2241.274,53.61,100,100,100,3109.554465963251,100
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=0_pos=initial.txt,MPV,100,-400,0,43.655,17.696,28.728,255,146,70,44.37664706802442,70
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=120_pos=initial.txt,MPV,100,-400,120,343.578,1777.265,76.102,107,110,106,1777.8974937298833,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=150_pos=initial.txt,MPV,100,-400,150,687.399,1027.66,218.838,123,123,123,1255.5845375939448,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=180_pos=initial.txt,MPV,100,-400,180,36.058,10.546,26.845,278,177,62,37.33076250225811,62
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=210_pos=initial.txt,MPV,100,-400,210,108.782,1079.899,124.65,110,110,159,1090.4935307488072,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=240_pos=initial.txt,MPV,100,-400,240,131.137,801.83,44.625,101,101,101,813.707350522287,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=270_pos=initial.txt,MPV,100,-400,270,388.468,1249.509,162.259,97,97,99,1275.1109071159262,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=300_pos=initial.txt,MPV,100,-400,300,179.452,937.416,176.835,98,294,100,946.5643618650557,98
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=30_pos=initial.txt,MPV,100,-400,30,256.206,394.692,55.315,118,121,118,470.7641930616644,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=330_pos=initial.txt,MPV,100,-400,330,615.43,1279.35,148.961,108,108,108,1427.4732526114105,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=60_pos=initial.txt,MPV,100,-400,60,371.746,318.55,66.086,109,109,109,494.0005570968518,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=90_pos=initial.txt,MPV,100,-400,90,771.053,744.871,71.691,107,106,106,999.9774459986585,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=0_pos=initial.txt,MPV,100,0,0,38.191,20.948,55.326,284,285,65,57.55699864482164,285
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=120_pos=initial.txt,MPV,100,0,120,2197.343,2666.237,438.256,101,101,101,3482.700722335182,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=150_pos=initial.txt,MPV,100,0,150,231.152,250.143,105.083,117,114,117,340.69295671762865,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=180_pos=initial.txt,MPV,100,0,180,41.223,16.733,46.903,281,281,62,49.97006846102975,281
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=210_pos=initial.txt,MPV,100,0,210,199.79,653.445,129.62,107,250,106,658.6201757386423,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=240_pos=initial.txt,MPV,100,0,240,148.237,873.418,58.33,95,230,98,880.9613727224367,95
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=270_pos=initial.txt,MPV,100,0,270,241.926,825.599,46.51,92,108,92,861.0349701916874,92
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=300_pos=initial.txt,MPV,100,0,300,86.278,731.373,44.096,96,96,94,736.7093846083407,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=30_pos=initial.txt,MPV,100,0,30,236.366,247.287,101.425,117,114,117,342.40357683441334,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=330_pos=initial.txt,MPV,100,0,330,137.278,790.825,75.533,106,189,106,805.7947683653698,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=60_pos=initial.txt,MPV,100,0,60,2252.633,2469.477,425.189,102,102,102,3369.489244965622,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=90_pos=initial.txt,MPV,100,0,90,1428.696,1474.982,46.878,99,100,99,2053.675503587653,99
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=120_pos=initial.txt,MPV,100,200,120,285.409,1894.602,342.429,105,105,104,1925.6981872217152,105
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=150_pos=initial.txt,MPV,100,200,150,273.375,267.899,80.193,118,114,118,384.9992703720359,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=180_pos=initial.txt,MPV,100,200,180,43.808,13.965,37.067,252,257,65,44.402990394792106,65
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=210_pos=initial.txt,MPV,100,200,210,128.115,1156.845,165.784,106,257,106,1168.543551018104,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=240_pos=initial.txt,MPV,100,200,240,244.529,988.804,107.465,96,217,99,1005.7602764724803,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=270_pos=initial.txt,MPV,100,200,270,166.274,721.245,41.769,94,94,95,739.8473799656251,94
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=300_pos=initial.txt,MPV,100,200,300,227.646,797.318,50.389,97,105,99,807.756721069531,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=30_pos=initial.txt,MPV,100,200,30,525.959,765.341,265.766,120,120,119,923.8021841611979,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=330_pos=initial.txt,MPV,100,200,330,147.478,506.133,62.902,108,283,153,514.0584831738506,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=60_pos=initial.txt,MPV,100,200,60,326.118,2073.638,67.844,105,105,126,2087.0719189594306,105
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=90_pos=initial.txt,MPV,100,200,90,1687.869,1608.258,135.816,101,101,101,2335.346128859917,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=0_pos=initial.txt,MPV,100,400,0,35.944,17.112,26.622,235,233,60,36.549450734586976,60
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=120_pos=initial.txt,MPV,100,400,120,798.09,305.702,540.136,121,121,121,1011.0134813146658,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=150_pos=initial.txt,MPV,100,400,150,94.188,119.523,147.854,118,117,119,207.9906480517814,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=180_pos=initial.txt,MPV,100,400,180,35.036,26.237,38.094,169,166,70,43.97783669076959,166
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=210_pos=initial.txt,MPV,100,400,210,548.221,1007.082,225.734,109,109,109,1168.6386346176478,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=240_pos=initial.txt,MPV,100,400,240,322.939,629.856,542.102,105,104,105,821.9194906516087,105
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=270_pos=initial.txt,MPV,100,400,270,60.883,226.149,127.784,103,100,97,256.55174854792944,104
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=300_pos=initial.txt,MPV,100,400,300,218.178,1351.596,725.251,107,107,108,1548.381758332873,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=30_pos=initial.txt,MPV,100,400,30,465.128,807.551,328.926,130,130,130,988.2686818173487,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=330_pos=initial.txt,MPV,100,400,330,152.686,1907.258,554.103,116,116,118,1991.7214414613807,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=60_pos=initial.txt,MPV,100,400,60,1750.208,1059.063,389.021,113,113,113,2082.3495911287328,113
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=90_pos=initial.txt,MPV,100,400,90,1702.664,745.144,619.684,116,116,116,1959.1611821103438,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=0_pos=initial.txt,MPV,20,-200,0,42.01,13.188,26.757,278,142,65,42.41711814821936,65
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=120_pos=initial.txt,MPV,20,-200,120,769.984,1137.706,73.244,103,103,102,1155.8285491979336,103
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=150_pos=initial.txt,MPV,20,-200,150,277.939,301.997,112.725,122,117,123,390.19505598354266,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=180_pos=initial.txt,MPV,20,-200,180,43.696,11.158,18.562,199,169,67,44.39464270607434,67
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=210_pos=initial.txt,MPV,20,-200,210,105.65,734.525,112.148,108,201,107,741.5046553205178,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=240_pos=initial.txt,MPV,20,-200,240,242.357,1434.157,144.405,96,96,98,1443.4824775808677,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=270_pos=initial.txt,MPV,20,-200,270,216.452,1145.227,42.88,92,127,92,1165.9461490489173,92
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=300_pos=initial.txt,MPV,20,-200,300,142.647,977.234,81.291,96,113,114,981.7512558341854,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=30_pos=initial.txt,MPV,20,-200,30,234.436,103.847,100.646,111,119,119,274.99520322361985,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=330_pos=initial.txt,MPV,20,-200,330,178.007,964.669,128.2,107,240,107,983.7996895760843,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=60_pos=initial.txt,MPV,20,-200,60,536.772,1501.652,75.733,103,102,102,1592.4104326740014,103
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=90_pos=initial.txt,MPV,20,-200,90,691.621,2763.835,96.44,101,101,101,2850.688370984454,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=0_pos=initial.txt,MPV,20,-400,0,41.374,17.652,29.319,274,150,70,41.928628000448576,70
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=120_pos=initial.txt,MPV,20,-400,120,680.95,1767.8,229.34,109,112,109,1903.6427787103337,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=150_pos=initial.txt,MPV,20,-400,150,757.051,832.545,200.943,125,268,125,1131.3293840478113,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=180_pos=initial.txt,MPV,20,-400,180,35.522,9.7,18.598,181,151,65,36.46144573381587,65
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=210_pos=initial.txt,MPV,20,-400,210,200.595,956.119,98.704,110,281,110,980.9039173063793,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=240_pos=initial.txt,MPV,20,-400,240,338.008,1385.34,123.359,101,101,103,1391.5734908836112,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=270_pos=initial.txt,MPV,20,-400,270,106.53,1552.863,232.168,97,97,100,1571.2318936815152,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=300_pos=initial.txt,MPV,20,-400,300,198.292,1388.26,110.328,98,98,98,1406.6832665699837,98
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=30_pos=initial.txt,MPV,20,-400,30,381.553,368.995,42.676,119,115,119,531.4341012722085,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=330_pos=initial.txt,MPV,20,-400,330,557.969,852.54,117.848,109,109,109,1025.6909903401706,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=60_pos=initial.txt,MPV,20,-400,60,936.245,742.3,163.086,109,109,109,1205.8859952006242,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=90_pos=initial.txt,MPV,20,-400,90,594.299,293.008,35.566,108,104,108,662.6082311849136,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=0_pos=initial.txt,MPV,20,0,0,41.362,11.046,22.883,288,274,62,42.25425001109356,62
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=120_pos=initial.txt,MPV,20,0,120,815.451,2640.771,327.214,102,102,102,2783.1099169163263,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=150_pos=initial.txt,MPV,20,0,150,406.072,442.998,91.553,118,117,117,576.5393577137644,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=180_pos=initial.txt,MPV,20,0,180,39.556,9.594,22.619,56,286,64,40.12505667285717,64
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=210_pos=initial.txt,MPV,20,0,210,117.963,685.268,64.485,108,255,108,695.4746031258079,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=240_pos=initial.txt,MPV,20,0,240,202.968,1926.961,155.588,96,96,108,1936.180716123885,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=270_pos=initial.txt,MPV,20,0,270,191.056,1267.113,18.844,92,92,92,1281.5743623531957,92
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=300_pos=initial.txt,MPV,20,0,300,137.988,1432.495,109.0,96,96,103,1442.3526784822775,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=30_pos=initial.txt,MPV,20,0,30,321.116,390.304,88.835,118,115,118,509.10868533251323,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=330_pos=initial.txt,MPV,20,0,330,237.594,843.191,95.047,108,248,108,876.07460969543,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=60_pos=initial.txt,MPV,20,0,60,329.548,2023.315,130.434,103,103,105,2027.5240063047343,103
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=90_pos=initial.txt,MPV,20,0,90,951.012,1343.408,57.269,100,99,99,1474.3709170086745,99
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=0_pos=initial.txt,MPV,20,200,0,40.74,12.266,47.829,279,279,63,49.39388016748634,279
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=120_pos=initial.txt,MPV,20,200,120,423.486,1545.111,154.162,105,105,104,1580.9876056332637,105
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=150_pos=initial.txt,MPV,20,200,150,391.962,410.133,69.006,118,118,118,571.4937577690591,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=180_pos=initial.txt,MPV,20,200,180,41.051,25.117,31.212,276,255,65,41.46033906035984,65
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=210_pos=initial.txt,MPV,20,200,210,123.098,907.441,71.62,107,108,106,909.6939404887778,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=240_pos=initial.txt,MPV,20,200,240,140.764,901.83,89.787,97,224,104,905.1045781593418,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=270_pos=initial.txt,MPV,20,200,270,256.999,1506.387,173.457,95,95,95,1537.9654126861888,95
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=300_pos=initial.txt,MPV,20,200,300,119.947,1917.081,157.345,97,97,96,1923.9671492691864,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=30_pos=initial.txt,MPV,20,200,30,334.409,940.112,293.03,121,121,120,988.213953281373,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=330_pos=initial.txt,MPV,20,200,330,277.702,878.83,62.93,109,263,109,922.6004709190214,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=60_pos=initial.txt,MPV,20,200,60,2418.737,2001.988,299.535,105,105,105,3154.0396071606333,105
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=90_pos=initial.txt,MPV,20,200,90,470.477,2126.06,170.122,102,102,101,2168.426273957222,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=0_pos=initial.txt,MPV,20,400,0,38.074,7.001,24.801,200,172,61,38.76182530531812,61
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=120_pos=initial.txt,MPV,20,400,120,259.884,74.611,162.382,126,130,130,306.57199930195844,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=150_pos=initial.txt,MPV,20,400,150,86.189,80.401,79.624,116,115,125,130.9984288493568,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=180_pos=initial.txt,MPV,20,400,180,35.273,24.654,49.366,254,229,71,51.785463722940634,229
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=210_pos=initial.txt,MPV,20,400,210,516.714,856.35,161.119,110,109,110,1001.7792870168558,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=240_pos=initial.txt,MPV,20,400,240,334.12,943.301,825.755,105,105,105,1297.429871332551,105
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=270_pos=initial.txt,MPV,20,400,270,86.728,526.37,302.811,104,104,103,607.5687431904312,104
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=300_pos=initial.txt,MPV,20,400,300,258.43,880.742,474.533,107,107,107,1033.2831671681292,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=30_pos=initial.txt,MPV,20,400,30,641.107,994.79,365.606,130,130,130,1238.665845490623,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=330_pos=initial.txt,MPV,20,400,330,129.604,1775.732,645.403,116,116,117,1891.3789084361179,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=60_pos=initial.txt,MPV,20,400,60,1427.444,678.964,267.866,114,114,114,1603.228205960711,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=90_pos=initial.txt,MPV,20,400,90,1348.912,272.402,321.68,119,118,118,1388.6530101533644,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=40_tra=-200_rot=0_pos=initial.txt,MPV,40,-200,0,40.822,12.7,26.631,295,153,68,41.38150723451238,68
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=40_tra=-200_rot=120_pos=initial.txt,MPV,40,-200,120,1384.157,1476.357,131.164,102,102,102,2027.985351770076,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=40_tra=-200_rot=150_pos=initial.txt,MPV,40,-200,150,305.124,311.594,122.123,121,117,121,438.022130186364,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=40_tra=-200_rot=180_pos=initial.txt,MPV,40,-200,180,40.076,12.101,33.554,298,276,66,41.233018140805555,60
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=40_tra=-200_rot=210_pos=initial.txt,MPV,40,-200,210,280.876,1609.58,82.189,107,107,107,1635.9688675207117,107
